"","Entity","Code","Year","Deaths - Sex: all - Age: all - Variant: estimates","Deaths - Sex: all - Age: all - Variant: medium"
"3537","Vatican","VAT",1955,5,NA
"3538","Vatican","VAT",1960,5,NA
"3539","Vatican","VAT",1965,6,NA
"3540","Vatican","VAT",1970,6,NA
"3541","Vatican","VAT",1975,7,NA
"3542","Vatican","VAT",1980,7,NA
"3543","Vatican","VAT",1985,8,NA
"3544","Vatican","VAT",1990,8,NA
"3545","Vatican","VAT",1995,9,NA
"3546","Vatican","VAT",2000,9,NA
"3547","Vatican","VAT",2005,9,NA
"3548","Vatican","VAT",2010,9,NA
"3549","Vatican","VAT",2015,10,NA
"3550","Vatican","VAT",2020,10,NA
"3551","Vatican","VAT",2021,11,NA
"3552","Venezuela","VEN",1955,82412,NA
"3553","Venezuela","VEN",1960,81029,NA
"3554","Venezuela","VEN",1965,81188,NA
"3555","Venezuela","VEN",1970,78500,NA
"3556","Venezuela","VEN",1975,77148,NA
"3557","Venezuela","VEN",1980,81573,NA
"3558","Venezuela","VEN",1985,84914,NA
"3559","Venezuela","VEN",1990,93872,NA
"3560","Venezuela","VEN",1995,105369,NA
"3561","Venezuela","VEN",2000,121265,NA
"3562","Venezuela","VEN",2005,138428,NA
"3563","Venezuela","VEN",2010,160040,NA
"3564","Venezuela","VEN",2015,183274,NA
"3565","Venezuela","VEN",2020,217755,NA
"3566","Venezuela","VEN",2021,231205,NA
"3567","Vietnam","VNM",1955,368706,NA
"3568","Vietnam","VNM",1960,375245,NA
"3569","Vietnam","VNM",1965,437435,NA
"3570","Vietnam","VNM",1970,535630,NA
"3571","Vietnam","VNM",1975,445334,NA
"3572","Vietnam","VNM",1980,430520,NA
"3573","Vietnam","VNM",1985,452026,NA
"3574","Vietnam","VNM",1990,456127,NA
"3575","Vietnam","VNM",1995,436626,NA
"3576","Vietnam","VNM",2000,455108,NA
"3577","Vietnam","VNM",2005,488022,NA
"3578","Vietnam","VNM",2010,541404,NA
"3579","Vietnam","VNM",2015,594095,NA
"3580","Vietnam","VNM",2020,596182,NA
"3581","Wallis and Futuna","WLF",1960,159,NA
"3582","Wallis and Futuna","WLF",1965,145,NA
"3583","Wallis and Futuna","WLF",1970,127,NA
"3584","Wallis and Futuna","WLF",1975,116,NA
"3585","Wallis and Futuna","WLF",1980,112,NA
"3586","Wallis and Futuna","WLF",1985,103,NA
"3587","Wallis and Futuna","WLF",1990,72,NA
"3588","Wallis and Futuna","WLF",1995,81,NA
"3589","Wallis and Futuna","WLF",2000,73,NA
"3590","Wallis and Futuna","WLF",2005,77,NA
"3591","Wallis and Futuna","WLF",2010,82,NA
"3592","Wallis and Futuna","WLF",2015,74,NA
"3593","Wallis and Futuna","WLF",2020,80,NA
"3594","Wallis and Futuna","WLF",2021,86,NA
"3595","Western Sahara","ESH",1955,575,NA
"3596","Western Sahara","ESH",1960,870,NA
"3597","Western Sahara","ESH",1965,1196,NA
"3598","Western Sahara","ESH",1970,1585,NA
"3599","Western Sahara","ESH",1975,1930,NA
"3600","Western Sahara","ESH",1980,2476,NA
"3601","Western Sahara","ESH",1985,2384,NA
"3602","Western Sahara","ESH",1990,1789,NA
"3603","Western Sahara","ESH",1995,1713,NA
"3604","Western Sahara","ESH",2000,2028,NA
"3605","Western Sahara","ESH",2005,2318,NA
"3606","Western Sahara","ESH",2010,2605,NA
"3607","Western Sahara","ESH",2015,2962,NA
"3608","Western Sahara","ESH",2020,3422,NA
"3609","Western Sahara","ESH",2021,3497,NA
"3610","World","OWID_WRL",1955,46966096,NA
"3611","World","OWID_WRL",1960,54973676,NA
"3612","World","OWID_WRL",1965,48459856,NA
"3613","World","OWID_WRL",1970,48534130,NA
"3614","World","OWID_WRL",1975,47592760,NA
"3615","World","OWID_WRL",1980,47316612,NA
"3616","World","OWID_WRL",1985,48685436,NA
"3617","World","OWID_WRL",1990,49619696,NA
"3618","World","OWID_WRL",1995,51355460,NA
"3619","World","OWID_WRL",2000,52099820,NA
"3620","World","OWID_WRL",2005,53213356,NA
"3621","World","OWID_WRL",2010,54329196,NA
"3622","World","OWID_WRL",2015,55893036,NA
"3623","World","OWID_WRL",2020,63174308,NA
"3624","World","OWID_WRL",2021,69248160,NA
"3625","Yemen","YEM",1955,174542,NA
"3626","Yemen","YEM",1960,183430,NA
"3627","Yemen","YEM",1965,192675,NA
"3628","Yemen","YEM",1970,181941,NA
"3629","Yemen","YEM",1975,174116,NA
"3630","Yemen","YEM",1980,162364,NA
"3631","Yemen","YEM",1985,150161,NA
"3632","Yemen","YEM",1990,149896,NA
"3633","Yemen","YEM",1995,155545,NA
"3634","Yemen","YEM",2000,148282,NA
"3635","Yemen","YEM",2005,136925,NA
"3636","Yemen","YEM",2010,138724,NA
"3637","Yemen","YEM",2015,175134,NA
"3638","Yemen","YEM",2020,210426,NA
"3639","Zambia","ZMB",1960,53971,NA
"3640","Zambia","ZMB",1965,59445,NA
"3641","Zambia","ZMB",1970,66744,NA
"3642","Zambia","ZMB",1975,67571,NA
"3643","Zambia","ZMB",1980,77525,NA
"3644","Zambia","ZMB",1985,97818,NA
"3645","Zambia","ZMB",1990,127934,NA
"3646","Zambia","ZMB",1995,151823,NA
"3647","Zambia","ZMB",2000,166997,NA
"3648","Zambia","ZMB",2005,146214,NA
"3649","Zambia","ZMB",2010,127079,NA
"3650","Zambia","ZMB",2015,116885,NA
"3651","Zambia","ZMB",2020,124943,NA
"3652","Zambia","ZMB",2021,135787,NA
"3653","Zimbabwe","ZWE",1955,51336,NA
"3654","Zimbabwe","ZWE",1960,54201,NA
"3655","Zimbabwe","ZWE",1965,55967,NA
"3656","Zimbabwe","ZWE",1970,59680,NA
"3657","Zimbabwe","ZWE",1975,69080,NA
"3658","Zimbabwe","ZWE",1980,75903,NA
"3659","Zimbabwe","ZWE",1985,73793,NA
"3660","Zimbabwe","ZWE",1990,88462,NA
"3661","Zimbabwe","ZWE",1995,141216,NA
"3662","Zimbabwe","ZWE",2000,200034,NA
"3663","Zimbabwe","ZWE",2005,206992,NA
"3664","Zimbabwe","ZWE",2010,171444,NA
"3665","Zimbabwe","ZWE",2015,124445,NA
"3666","Zimbabwe","ZWE",2020,127551,NA
