"","Entity","Code","Year","Deaths - Sex: all - Age: all - Variant: estimates","Deaths - Sex: all - Age: all - Variant: medium"
"635","China","CHN",2015,9449728,NA
"636","China","CHN",2020,10346232,NA
"637","China","CHN",2021,10617528,NA
"638","Colombia","COL",1955,196985,NA
"639","Colombia","COL",1960,186589,NA
"640","Colombia","COL",1965,183487,NA
"641","Colombia","COL",1970,179623,NA
"642","Colombia","COL",1975,167106,NA
"643","Colombia","COL",1980,161752,NA
"644","Colombia","COL",1985,191701,NA
"645","Colombia","COL",1990,190271,NA
"646","Colombia","COL",1995,200808,NA
"647","Colombia","COL",2000,209911,NA
"648","Colombia","COL",2005,214241,NA
"649","Colombia","COL",2010,220750,NA
"650","Colombia","COL",2015,243633,NA
"651","Colombia","COL",2020,335656,NA
"652","Comoros","COM",1960,4897,NA
"653","Comoros","COM",1965,4988,NA
"654","Comoros","COM",1970,4953,NA
"655","Comoros","COM",1975,5387,NA
"656","Comoros","COM",1980,5461,NA
"657","Comoros","COM",1985,5544,NA
"658","Comoros","COM",1990,5529,NA
"659","Comoros","COM",1995,5415,NA
"660","Comoros","COM",2000,5656,NA
"661","Comoros","COM",2005,5939,NA
"662","Comoros","COM",2010,6216,NA
"663","Comoros","COM",2015,6348,NA
"664","Comoros","COM",2020,6678,NA
"665","Comoros","COM",2021,7171,NA
"666","Congo","COG",1955,19452,NA
"667","Congo","COG",1960,18597,NA
"668","Congo","COG",1965,18571,NA
"669","Congo","COG",1970,19242,NA
"670","Congo","COG",1975,20471,NA
"671","Congo","COG",1980,21039,NA
"672","Congo","COG",1985,21846,NA
"673","Congo","COG",1990,26594,NA
"674","Congo","COG",1995,33677,NA
"675","Congo","COG",2000,37765,NA
"676","Congo","COG",2005,35929,NA
"677","Congo","COG",2010,36018,NA
"678","Congo","COG",2015,36512,NA
"679","Congo","COG",2020,39496,NA
"680","Cook Islands","COK",1960,231,NA
"681","Cook Islands","COK",1965,180,NA
"682","Cook Islands","COK",1970,141,NA
"683","Cook Islands","COK",1975,123,NA
"684","Cook Islands","COK",1980,124,NA
"685","Cook Islands","COK",1985,117,NA
"686","Cook Islands","COK",1990,132,NA
"687","Cook Islands","COK",1995,127,NA
"688","Cook Islands","COK",2000,112,NA
"689","Cook Islands","COK",2005,105,NA
"690","Cook Islands","COK",2010,115,NA
"691","Cook Islands","COK",2015,133,NA
"692","Cook Islands","COK",2020,142,NA
"693","Costa Rica","CRI",1960,13770,NA
"694","Costa Rica","CRI",1965,13817,NA
"695","Costa Rica","CRI",1970,12877,NA
"696","Costa Rica","CRI",1975,11402,NA
"697","Costa Rica","CRI",1980,10768,NA
"698","Costa Rica","CRI",1985,11121,NA
"699","Costa Rica","CRI",1990,11854,NA
"700","Costa Rica","CRI",1995,14461,NA
"701","Costa Rica","CRI",2000,15868,NA
"702","Costa Rica","CRI",2005,17584,NA
"703","Costa Rica","CRI",2010,21026,NA
"704","Costa Rica","CRI",2015,24629,NA
"705","Costa Rica","CRI",2020,28817,NA
"706","Cote d'Ivoire","CIV",1960,99406,NA
"707","Cote d'Ivoire","CIV",1965,107735,NA
"708","Cote d'Ivoire","CIV",1970,115345,NA
"709","Cote d'Ivoire","CIV",1975,121681,NA
"710","Cote d'Ivoire","CIV",1980,127077,NA
"711","Cote d'Ivoire","CIV",1985,139117,NA
"712","Cote d'Ivoire","CIV",1990,164950,NA
"713","Cote d'Ivoire","CIV",1995,203341,NA
"714","Cote d'Ivoire","CIV",2000,240582,NA
"715","Cote d'Ivoire","CIV",2005,249624,NA
"716","Cote d'Ivoire","CIV",2010,237064,NA
"717","Cote d'Ivoire","CIV",2015,225318,NA
"718","Cote d'Ivoire","CIV",2020,236477,NA
"719","Cote d'Ivoire","CIV",2021,247449,NA
"720","Croatia","HRV",1955,48127,NA
"721","Croatia","HRV",1960,42811,NA
"722","Croatia","HRV",1965,41124,NA
"723","Croatia","HRV",1970,43630,NA
"724","Croatia","HRV",1975,44365,NA
"725","Croatia","HRV",1980,51989,NA
"726","Croatia","HRV",1985,54167,NA
"727","Croatia","HRV",1990,54170,NA
"728","Croatia","HRV",1995,53878,NA
"729","Croatia","HRV",2000,52570,NA
"730","Croatia","HRV",2005,53686,NA
"731","Croatia","HRV",2010,53905,NA
"732","Croatia","HRV",2015,56685,NA
"733","Croatia","HRV",2020,59705,NA
"734","Croatia","HRV",2021,62262,NA
"735","Cuba","CUB",1955,61644,NA
"736","Cuba","CUB",1960,62845,NA
"737","Cuba","CUB",1965,63740,NA
"738","Cuba","CUB",1970,61675,NA
"739","Cuba","CUB",1975,57760,NA
"740","Cuba","CUB",1980,61528,NA
"741","Cuba","CUB",1985,65321,NA
"742","Cuba","CUB",1990,72753,NA
"743","Cuba","CUB",1995,80081,NA
"744","Cuba","CUB",2000,80523,NA
"745","Cuba","CUB",2005,87791,NA
"746","Cuba","CUB",2010,93794,NA
"747","Cuba","CUB",2015,102842,NA
"748","Cuba","CUB",2020,115622,NA
"749","Curacao","CUW",1960,1067,NA
"750","Curacao","CUW",1965,1043,NA
"751","Curacao","CUW",1970,1012,NA
"752","Curacao","CUW",1975,990,NA
"753","Curacao","CUW",1980,1000,NA
"754","Curacao","CUW",1985,1040,NA
"755","Curacao","CUW",1990,1075,NA
"756","Curacao","CUW",1995,1118,NA
"757","Curacao","CUW",2000,1154,NA
"758","Curacao","CUW",2005,1244,NA
"759","Curacao","CUW",2010,1371,NA
"760","Curacao","CUW",2015,1480,NA
"761","Curacao","CUW",2020,1764,NA
"762","Curacao","CUW",2021,1940,NA
"763","Cyprus","CYP",1955,6112,NA
"764","Cyprus","CYP",1960,5853,NA
"765","Cyprus","CYP",1965,5497,NA
"766","Cyprus","CYP",1970,5870,NA
"767","Cyprus","CYP",1975,6109,NA
"768","Cyprus","CYP",1980,6135,NA
"769","Cyprus","CYP",1985,6547,NA
"770","Cyprus","CYP",1990,6957,NA
"771","Cyprus","CYP",1995,6918,NA
"772","Cyprus","CYP",2000,7026,NA
"773","Cyprus","CYP",2005,7099,NA
"774","Cyprus","CYP",2010,7205,NA
"775","Cyprus","CYP",2015,7534,NA
"776","Cyprus","CYP",2020,8566,NA
"777","Cyprus","CYP",2021,9021,NA
"778","Czechia","CZE",1955,93280,NA
"779","Czechia","CZE",1960,93804,NA
"780","Czechia","CZE",1965,104968,NA
"781","Czechia","CZE",1970,123547,NA
"782","Czechia","CZE",1975,124394,NA
"783","Czechia","CZE",1980,135471,NA
"784","Czechia","CZE",1985,131545,NA
"785","Czechia","CZE",1990,129149,NA
"786","Czechia","CZE",1995,117713,NA
"787","Czechia","CZE",2000,108910,NA
"788","Czechia","CZE",2005,107837,NA
"789","Czechia","CZE",2010,106641,NA
"790","Czechia","CZE",2015,111161,NA
"791","Czechia","CZE",2020,124567,NA
"792","Democratic Republic of Congo","COD",1960,353656,NA
"793","Democratic Republic of Congo","COD",1965,404169,NA
"794","Democratic Republic of Congo","COD",1970,424737,NA
"795","Democratic Republic of Congo","COD",1975,460252,NA
"796","Democratic Republic of Congo","COD",1980,507451,NA
"797","Democratic Republic of Congo","COD",1985,559446,NA
"798","Democratic Republic of Congo","COD",1990,604322,NA
"799","Democratic Republic of Congo","COD",1995,681629,NA
"800","Democratic Republic of Congo","COD",2000,712085,NA
"801","Democratic Republic of Congo","COD",2005,742883,NA
"802","Democratic Republic of Congo","COD",2010,773880,NA
"803","Democratic Republic of Congo","COD",2015,817713,NA
"804","Democratic Republic of Congo","COD",2020,885793,NA
"805","Democratic Republic of Congo","COD",2021,930839,NA
"806","Denmark","DNK",1955,38811,NA
"807","Denmark","DNK",1960,43740,NA
"808","Denmark","DNK",1965,47929,NA
"809","Denmark","DNK",1970,48322,NA
"810","Denmark","DNK",1975,50903,NA
"811","Denmark","DNK",1980,56023,NA
"812","Denmark","DNK",1985,58521,NA
"813","Denmark","DNK",1990,60987,NA
"814","Denmark","DNK",1995,63115,NA
"815","Denmark","DNK",2000,58026,NA
"816","Denmark","DNK",2005,54995,NA
"817","Denmark","DNK",2010,54269,NA
"818","Denmark","DNK",2015,52741,NA
"819","Denmark","DNK",2020,54744,NA
"820","Djibouti","DJI",1960,1727,NA
"821","Djibouti","DJI",1965,2054,NA
"822","Djibouti","DJI",1970,2474,NA
"823","Djibouti","DJI",1975,3173,NA
"824","Djibouti","DJI",1980,4507,NA
"825","Djibouti","DJI",1985,4999,NA
"826","Djibouti","DJI",1990,6468,NA
"827","Djibouti","DJI",1995,7033,NA
"828","Djibouti","DJI",2000,8008,NA
"829","Djibouti","DJI",2005,8317,NA
"830","Djibouti","DJI",2010,8363,NA
"831","Djibouti","DJI",2015,8644,NA
"832","Djibouti","DJI",2020,9614,NA
"833","Djibouti","DJI",2021,10109,NA
"834","Dominica","DMA",1955,978,NA
"835","Dominica","DMA",1960,838,NA
"836","Dominica","DMA",1965,623,NA
"837","Dominica","DMA",1970,654,NA
"838","Dominica","DMA",1975,526,NA
"839","Dominica","DMA",1980,491,NA
"840","Dominica","DMA",1985,586,NA
"841","Dominica","DMA",1990,697,NA
"842","Dominica","DMA",1995,646,NA
"843","Dominica","DMA",2000,629,NA
"844","Dominica","DMA",2005,677,NA
"845","Dominica","DMA",2010,797,NA
"846","Dominica","DMA",2015,767,NA
"847","Dominica","DMA",2020,588,NA
"848","Dominica","DMA",2021,651,NA
"849","Dominican Republic","DOM",1955,54632,NA
"850","Dominican Republic","DOM",1960,55791,NA
"851","Dominican Republic","DOM",1965,58644,NA
"852","Dominican Republic","DOM",1970,51520,NA
"853","Dominican Republic","DOM",1975,50612,NA
"854","Dominican Republic","DOM",1980,50225,NA
"855","Dominican Republic","DOM",1985,46467,NA
"856","Dominican Republic","DOM",1990,43415,NA
"857","Dominican Republic","DOM",1995,44901,NA
"858","Dominican Republic","DOM",2000,52790,NA
"859","Dominican Republic","DOM",2005,54460,NA
"860","Dominican Republic","DOM",2010,56997,NA
"861","Dominican Republic","DOM",2015,61310,NA
"862","Dominican Republic","DOM",2020,71096,NA
"863","Dominican Republic","DOM",2021,74290,NA
"864","East Timor","TLS",1955,14053,NA
"865","East Timor","TLS",1960,14327,NA
"866","East Timor","TLS",1965,14381,NA
"867","East Timor","TLS",1970,13996,NA
"868","East Timor","TLS",1975,23675,NA
"869","East Timor","TLS",1980,21467,NA
"870","East Timor","TLS",1985,19435,NA
"871","East Timor","TLS",1990,14160,NA
"872","East Timor","TLS",1995,13436,NA
"873","East Timor","TLS",2000,9015,NA
"874","East Timor","TLS",2005,8532,NA
"875","East Timor","TLS",2010,8665,NA
"876","East Timor","TLS",2015,9125,NA
"877","East Timor","TLS",2020,8893,NA
"878","East Timor","TLS",2021,9562,NA
"879","Ecuador","ECU",1955,71138,NA
"880","Ecuador","ECU",1960,71016,NA
"881","Ecuador","ECU",1965,72361,NA
"882","Ecuador","ECU",1970,74935,NA
"883","Ecuador","ECU",1975,71273,NA
"884","Ecuador","ECU",1980,67769,NA
"885","Ecuador","ECU",1985,64605,NA
"886","Ecuador","ECU",1990,59381,NA
"887","Ecuador","ECU",1995,61751,NA
"888","Ecuador","ECU",2000,63332,NA
"889","Ecuador","ECU",2005,65859,NA
"890","Ecuador","ECU",2010,72749,NA
"891","Ecuador","ECU",2015,77266,NA
"892","Ecuador","ECU",2020,132366,NA
"893","Ecuador","ECU",2021,119463,NA
"894","Egypt","EGY",1955,598690,NA
"895","Egypt","EGY",1960,577665,NA
"896","Egypt","EGY",1965,558711,NA
"897","Egypt","EGY",1970,595100,NA
"898","Egypt","EGY",1975,594716,NA
"899","Egypt","EGY",1980,564397,NA
"900","Egypt","EGY",1985,520288,NA
"901","Egypt","EGY",1990,468751,NA
"902","Egypt","EGY",1995,450854,NA
"903","Egypt","EGY",2000,455708,NA
"904","Egypt","EGY",2005,490856,NA
"905","Egypt","EGY",2010,525460,NA
"906","Egypt","EGY",2015,569391,NA
"907","Egypt","EGY",2020,628726,NA
"908","El Salvador","SLV",1960,50074,NA
"909","El Salvador","SLV",1965,51559,NA
"910","El Salvador","SLV",1970,55804,NA
"911","El Salvador","SLV",1975,51305,NA
"912","El Salvador","SLV",1980,71646,NA
"913","El Salvador","SLV",1985,51184,NA
"914","El Salvador","SLV",1990,42086,NA
"915","El Salvador","SLV",1995,37538,NA
"916","El Salvador","SLV",2000,35323,NA
"917","El Salvador","SLV",2005,40151,NA
"918","El Salvador","SLV",2010,41506,NA
"919","El Salvador","SLV",2015,44230,NA
"920","El Salvador","SLV",2020,53231,NA
"921","El Salvador","SLV",2021,54803,NA
"922","Equatorial Guinea","GNQ",1955,6186,NA
"923","Equatorial Guinea","GNQ",1960,6326,NA
"924","Equatorial Guinea","GNQ",1965,6577,NA
"925","Equatorial Guinea","GNQ",1970,11009,NA
"926","Equatorial Guinea","GNQ",1975,8085,NA
"927","Equatorial Guinea","GNQ",1980,5195,NA
"928","Equatorial Guinea","GNQ",1985,6411,NA
"929","Equatorial Guinea","GNQ",1990,7536,NA
"930","Equatorial Guinea","GNQ",1995,8511,NA
"931","Equatorial Guinea","GNQ",2000,9307,NA
"932","Equatorial Guinea","GNQ",2005,10407,NA
"933","Equatorial Guinea","GNQ",2010,12144,NA
"934","Equatorial Guinea","GNQ",2015,12868,NA
"935","Equatorial Guinea","GNQ",2020,14407,NA
"936","Equatorial Guinea","GNQ",2021,14750,NA
"937","Eritrea","ERI",1955,25059,NA
"938","Eritrea","ERI",1960,25541,NA
"939","Eritrea","ERI",1965,26794,NA
"940","Eritrea","ERI",1970,28417,NA
"941","Eritrea","ERI",1975,30404,NA
"942","Eritrea","ERI",1980,31527,NA
"943","Eritrea","ERI",1985,33810,NA
"944","Eritrea","ERI",1990,32810,NA
"945","Eritrea","ERI",1995,25116,NA
"946","Eritrea","ERI",2000,26709,NA
"947","Eritrea","ERI",2005,25284,NA
"948","Eritrea","ERI",2010,23635,NA
"949","Eritrea","ERI",2015,22397,NA
"950","Eritrea","ERI",2020,22895,NA
"951","Eritrea","ERI",2021,24415,NA
"952","Estonia","EST",1955,13293,NA
"953","Estonia","EST",1960,12763,NA
"954","Estonia","EST",1965,13487,NA
"955","Estonia","EST",1970,15175,NA
"956","Estonia","EST",1975,16535,NA
"957","Estonia","EST",1980,18191,NA
"958","Estonia","EST",1985,19293,NA
"959","Estonia","EST",1990,19497,NA
"960","Estonia","EST",1995,20788,NA
"961","Estonia","EST",2000,18359,NA
"962","Estonia","EST",2005,17280,NA
"963","Estonia","EST",2010,15800,NA
"964","Estonia","EST",2015,15297,NA
"965","Estonia","EST",2020,16180,NA
"966","Estonia","EST",2021,18826,NA
"967","Eswatini","SWZ",1955,6232,NA
"968","Eswatini","SWZ",1960,6533,NA
"969","Eswatini","SWZ",1965,6721,NA
"970","Eswatini","SWZ",1970,6852,NA
"971","Eswatini","SWZ",1975,6894,NA
"972","Eswatini","SWZ",1980,6547,NA
"973","Eswatini","SWZ",1985,6176,NA
"974","Eswatini","SWZ",1990,6085,NA
"975","Eswatini","SWZ",1995,9255,NA
"976","Eswatini","SWZ",2000,15013,NA
"977","Eswatini","SWZ",2005,20276,NA
"978","Eswatini","SWZ",2010,17582,NA
"979","Eswatini","SWZ",2015,12760,NA
"980","Eswatini","SWZ",2020,11361,NA
"981","Eswatini","SWZ",2021,13566,NA
"982","Ethiopia","ETH",1955,506602,NA
"983","Ethiopia","ETH",1960,507670,NA
"984","Ethiopia","ETH",1965,540938,NA
"985","Ethiopia","ETH",1970,617673,NA
"986","Ethiopia","ETH",1975,803147,NA
"987","Ethiopia","ETH",1980,760736,NA
"988","Ethiopia","ETH",1985,1077483,NA
"989","Ethiopia","ETH",1990,957417,NA
"990","Ethiopia","ETH",1995,970253,NA
"991","Ethiopia","ETH",2000,989714,NA
"992","Ethiopia","ETH",2005,947564,NA
"993","Ethiopia","ETH",2010,802949,NA
"994","Ethiopia","ETH",2015,738626,NA
"995","Ethiopia","ETH",2020,775334,NA
"996","Europe (UN)",NA,1960,5783828,NA
"997","Europe (UN)",NA,1965,6058752,NA
"998","Europe (UN)",NA,1970,6602177,NA
"999","Europe (UN)",NA,1975,7009188,NA
"1000","Europe (UN)",NA,1980,7422720,NA
"1001","Europe (UN)",NA,1985,7702883,NA
"1002","Europe (UN)",NA,1990,7681197,NA
"1003","Europe (UN)",NA,1995,8553348,NA
"1004","Europe (UN)",NA,2000,8401888,NA
"1005","Europe (UN)",NA,2005,8494391,NA
"1006","Europe (UN)",NA,2010,8128387,NA
"1007","Europe (UN)",NA,2015,8177599,NA
"1008","Europe (UN)",NA,2020,9119281,NA
"1009","Falkland Islands","FLK",1960,37,NA
"1010","Falkland Islands","FLK",1965,37,NA
"1011","Falkland Islands","FLK",1970,37,NA
"1012","Falkland Islands","FLK",1975,37,NA
"1013","Falkland Islands","FLK",1980,40,NA
"1014","Falkland Islands","FLK",1985,44,NA
"1015","Falkland Islands","FLK",1990,42,NA
"1016","Falkland Islands","FLK",1995,35,NA
"1017","Falkland Islands","FLK",2000,27,NA
"1018","Falkland Islands","FLK",2005,23,NA
"1019","Falkland Islands","FLK",2010,22,NA
"1020","Falkland Islands","FLK",2015,24,NA
"1021","Falkland Islands","FLK",2020,27,NA
"1022","Faroe Islands","FRO",1960,264,NA
"1023","Faroe Islands","FRO",1965,258,NA
"1024","Faroe Islands","FRO",1970,273,NA
"1025","Faroe Islands","FRO",1975,286,NA
"1026","Faroe Islands","FRO",1980,302,NA
"1027","Faroe Islands","FRO",1985,345,NA
"1028","Faroe Islands","FRO",1990,408,NA
"1029","Faroe Islands","FRO",1995,424,NA
"1030","Faroe Islands","FRO",2000,415,NA
"1031","Faroe Islands","FRO",2005,560,NA
"1032","Faroe Islands","FRO",2010,553,NA
"1033","Faroe Islands","FRO",2015,493,NA
"1034","Faroe Islands","FRO",2020,570,NA
"1035","Faroe Islands","FRO",2021,597,NA
"1036","Fiji","FJI",1955,5366,NA
"1037","Fiji","FJI",1960,4316,NA
"1038","Fiji","FJI",1965,3821,NA
"1039","Fiji","FJI",1970,3956,NA
"1040","Fiji","FJI",1975,4294,NA
"1041","Fiji","FJI",1980,4638,NA
"1042","Fiji","FJI",1985,4669,NA
"1043","Fiji","FJI",1990,4839,NA
"1044","Fiji","FJI",1995,4784,NA
"1045","Fiji","FJI",2000,5396,NA
"1046","Fiji","FJI",2005,6047,NA
"1047","Fiji","FJI",2010,6476,NA
"1048","Fiji","FJI",2015,7428,NA
"1049","Fiji","FJI",2020,7458,NA
"1050","Fiji","FJI",2021,8218,NA
"1051","Finland","FIN",1955,39567,NA
"1052","Finland","FIN",1960,39808,NA
"1053","Finland","FIN",1965,44446,NA
"1054","Finland","FIN",1970,44114,NA
"1055","Finland","FIN",1975,43848,NA
"1056","Finland","FIN",1980,44344,NA
"1057","Finland","FIN",1985,48140,NA
"1058","Finland","FIN",1990,50055,NA
"1059","Finland","FIN",1995,49182,NA
"1060","Finland","FIN",2000,49361,NA
"1061","Finland","FIN",2005,47902,NA
"1062","Finland","FIN",2010,50864,NA
"1063","Finland","FIN",2015,52187,NA
"1064","Finland","FIN",2020,55208,NA
"1065","Finland","FIN",2021,57283,NA
"1066","France","FRA",1955,527292,NA
"1067","France","FRA",1960,520826,NA
"1068","France","FRA",1965,539894,NA
"1069","France","FRA",1970,541997,NA
"1070","France","FRA",1975,560204,NA
"1071","France","FRA",1980,547419,NA
"1072","France","FRA",1985,553196,NA
"1073","France","FRA",1990,526560,NA
"1074","France","FRA",1995,530979,NA
"1075","France","FRA",2000,531207,NA
"1076","France","FRA",2005,525879,NA
"1077","France","FRA",2010,540813,NA
"1078","France","FRA",2015,582205,NA
"1079","France","FRA",2020,655662,NA
"1080","French Guiana","GUF",1960,438,NA
"1081","French Guiana","GUF",1965,414,NA
"1082","French Guiana","GUF",1970,417,NA
"1083","French Guiana","GUF",1975,423,NA
"1084","French Guiana","GUF",1980,481,NA
"1085","French Guiana","GUF",1985,508,NA
"1086","French Guiana","GUF",1990,567,NA
"1087","French Guiana","GUF",1995,600,NA
"1088","French Guiana","GUF",2000,676,NA
"1089","French Guiana","GUF",2005,774,NA
"1090","French Guiana","GUF",2010,819,NA
"1091","French Guiana","GUF",2015,935,NA
"1092","French Guiana","GUF",2020,1154,NA
"1093","French Polynesia","PYF",1960,821,NA
"1094","French Polynesia","PYF",1965,860,NA
"1095","French Polynesia","PYF",1970,897,NA
"1096","French Polynesia","PYF",1975,916,NA
"1097","French Polynesia","PYF",1980,850,NA
"1098","French Polynesia","PYF",1985,729,NA
"1099","French Polynesia","PYF",1990,693,NA
"1100","French Polynesia","PYF",1995,654,NA
"1101","French Polynesia","PYF",2000,574,NA
"1102","French Polynesia","PYF",2005,731,NA
"1103","French Polynesia","PYF",2010,810,NA
"1104","French Polynesia","PYF",2015,889,NA
"1105","French Polynesia","PYF",2020,1166,NA
"1106","Gabon","GAB",1960,10597,NA
"1107","Gabon","GAB",1965,10374,NA
"1108","Gabon","GAB",1970,10310,NA
"1109","Gabon","GAB",1975,10409,NA
"1110","Gabon","GAB",1980,10503,NA
"1111","Gabon","GAB",1985,10744,NA
"1112","Gabon","GAB",1990,11238,NA
"1113","Gabon","GAB",1995,11909,NA
"1114","Gabon","GAB",2000,12719,NA
"1115","Gabon","GAB",2005,13525,NA
"1116","Gabon","GAB",2010,14108,NA
"1117","Gabon","GAB",2015,15004,NA
"1118","Gabon","GAB",2020,15833,NA
"1119","Gambia","GMB",1960,11536,NA
"1120","Gambia","GMB",1965,12192,NA
"1121","Gambia","GMB",1970,12747,NA
"1122","Gambia","GMB",1975,13514,NA
"1123","Gambia","GMB",1980,14719,NA
"1124","Gambia","GMB",1985,15815,NA
"1125","Gambia","GMB",1990,16668,NA
"1126","Gambia","GMB",1995,16375,NA
"1127","Gambia","GMB",2000,17050,NA
"1128","Gambia","GMB",2005,17557,NA
"1129","Gambia","GMB",2010,17338,NA
"1130","Gambia","GMB",2015,17453,NA
"1131","Gambia","GMB",2020,18986,NA
"1132","Gambia","GMB",2021,19923,NA
"1133","Georgia","GEO",1955,53276,NA
"1134","Georgia","GEO",1960,51290,NA
"1135","Georgia","GEO",1965,49082,NA
"1136","Georgia","GEO",1970,50511,NA
"1137","Georgia","GEO",1975,49996,NA
"1138","Georgia","GEO",1980,51753,NA
"1139","Georgia","GEO",1985,53035,NA
"1140","Georgia","GEO",1990,57177,NA
"1141","Georgia","GEO",1995,52226,NA
"1142","Georgia","GEO",2000,48466,NA
"1143","Georgia","GEO",2005,45517,NA
"1144","Georgia","GEO",2010,47530,NA
"1145","Georgia","GEO",2015,47346,NA
"1146","Georgia","GEO",2020,52643,NA
"1147","Georgia","GEO",2021,57023,NA
"1148","Germany","DEU",1955,801742,NA
"1149","Germany","DEU",1960,879225,NA
"1150","Germany","DEU",1965,907914,NA
"1151","Germany","DEU",1970,976107,NA
"1152","Germany","DEU",1975,989460,NA
"1153","Germany","DEU",1980,951189,NA
"1154","Germany","DEU",1985,929972,NA
"1155","Germany","DEU",1990,919871,NA
"1156","Germany","DEU",1995,884079,NA
"1157","Germany","DEU",2000,839691,NA
"1158","Germany","DEU",2005,829939,NA
"1159","Germany","DEU",2010,859207,NA
"1160","Germany","DEU",2015,926561,NA
"1161","Germany","DEU",2020,971767,NA
"1162","Germany","DEU",2021,1039440,NA
"1163","Ghana","GHA",1955,122244,NA
"1164","Ghana","GHA",1960,131212,NA
"1165","Ghana","GHA",1965,146189,NA
"1166","Ghana","GHA",1970,163373,NA
"1167","Ghana","GHA",1975,167687,NA
"1168","Ghana","GHA",1980,179403,NA
"1169","Ghana","GHA",1985,189115,NA
"1170","Ghana","GHA",1990,177795,NA
"1171","Ghana","GHA",1995,186417,NA
"1172","Ghana","GHA",2000,195201,NA
"1173","Ghana","GHA",2005,208014,NA
"1174","Ghana","GHA",2010,220690,NA
"1175","Ghana","GHA",2015,224502,NA
"1176","Ghana","GHA",2020,239693,NA
"1177","Gibraltar","GIB",1960,188,NA
"1178","Gibraltar","GIB",1965,196,NA
"1179","Gibraltar","GIB",1970,218,NA
"1180","Gibraltar","GIB",1975,225,NA
"1181","Gibraltar","GIB",1980,214,NA
"1182","Gibraltar","GIB",1985,199,NA
"1183","Gibraltar","GIB",1990,204,NA
"1184","Gibraltar","GIB",1995,238,NA
"1185","Gibraltar","GIB",2000,185,NA
"1186","Gibraltar","GIB",2005,207,NA
"1187","Gibraltar","GIB",2010,239,NA
"1188","Gibraltar","GIB",2015,280,NA
"1189","Gibraltar","GIB",2020,284,NA
"1190","Gibraltar","GIB",2021,378,NA
"1191","Greece","GRC",1955,75348,NA
"1192","Greece","GRC",1960,77640,NA
"1193","Greece","GRC",1965,76504,NA
"1194","Greece","GRC",1970,79732,NA
"1195","Greece","GRC",1975,86152,NA
"1196","Greece","GRC",1980,89568,NA
"1197","Greece","GRC",1985,90168,NA
"1198","Greece","GRC",1990,94524,NA
"1199","Greece","GRC",1995,101651,NA
"1200","Greece","GRC",2000,107513,NA
"1201","Greece","GRC",2005,106968,NA
"1202","Greece","GRC",2010,110125,NA
"1203","Greece","GRC",2015,119604,NA
"1204","Greece","GRC",2020,125443,NA
"1205","Greenland","GRL",1960,296,NA
"1206","Greenland","GRL",1965,325,NA
"1207","Greenland","GRL",1970,292,NA
"1208","Greenland","GRL",1975,351,NA
"1209","Greenland","GRL",1980,383,NA
"1210","Greenland","GRL",1985,436,NA
"1211","Greenland","GRL",1990,478,NA
"1212","Greenland","GRL",1995,451,NA
"1213","Greenland","GRL",2000,436,NA
"1214","Greenland","GRL",2005,438,NA
"1215","Greenland","GRL",2010,453,NA
"1216","Greenland","GRL",2015,449,NA
"1217","Greenland","GRL",2020,487,NA
"1218","Greenland","GRL",2021,498,NA
"1219","Grenada","GRD",1955,1138,NA
"1220","Grenada","GRD",1960,1081,NA
"1221","Grenada","GRD",1965,870,NA
"1222","Grenada","GRD",1970,799,NA
"1223","Grenada","GRD",1975,764,NA
"1224","Grenada","GRD",1980,790,NA
"1225","Grenada","GRD",1985,769,NA
"1226","Grenada","GRD",1990,735,NA
"1227","Grenada","GRD",1995,716,NA
"1228","Grenada","GRD",2000,768,NA
"1229","Grenada","GRD",2005,799,NA
"1230","Grenada","GRD",2010,807,NA
"1231","Grenada","GRD",2015,902,NA
"1232","Grenada","GRD",2020,997,NA
"1233","Grenada","GRD",2021,1016,NA
"1234","Guadeloupe","GLP",1955,3253,NA
"1235","Guadeloupe","GLP",1960,2891,NA
"1236","Guadeloupe","GLP",1965,2905,NA
"1237","Guadeloupe","GLP",1970,2696,NA
"1238","Guadeloupe","GLP",1975,2441,NA
"1239","Guadeloupe","GLP",1980,2352,NA
"1240","Guadeloupe","GLP",1985,2322,NA
"1241","Guadeloupe","GLP",1990,2456,NA
"1242","Guadeloupe","GLP",1995,2557,NA
"1243","Guadeloupe","GLP",2000,2671,NA
"1244","Guadeloupe","GLP",2005,2789,NA
"1245","Guadeloupe","GLP",2010,2806,NA
"1246","Guadeloupe","GLP",2015,2968,NA
"1247","Guadeloupe","GLP",2020,3346,NA
"1248","Guadeloupe","GLP",2021,4091,NA
"1249","Guam","GUM",1955,479,NA
"1250","Guam","GUM",1960,468,NA
"1251","Guam","GUM",1965,480,NA
"1252","Guam","GUM",1970,481,NA
"1253","Guam","GUM",1975,512,NA
"1254","Guam","GUM",1980,497,NA
"1255","Guam","GUM",1985,559,NA
"1256","Guam","GUM",1990,622,NA
"1257","Guam","GUM",1995,698,NA
"1258","Guam","GUM",2000,751,NA
"1259","Guam","GUM",2005,713,NA
"1260","Guam","GUM",2010,821,NA
"1261","Guam","GUM",2015,1006,NA
"1262","Guam","GUM",2020,1216,NA
"1263","Guam","GUM",2021,1252,NA
"1264","Guatemala","GTM",1955,80441,NA
"1265","Guatemala","GTM",1960,77673,NA
"1266","Guatemala","GTM",1965,81300,NA
